Producers,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Fiction,Foreign,History,Horror,Music,Mystery,Romance,Science,Thriller,War,Western
Studio Babelsberg Motion Pictures,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Studio Babelsberg StudioBabelsberg Motion Pictures,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Studio Canal,3,2,0,11,0,0,5,2,3,1,0,0,2,0,1,3,1,2,0,0
Studio Ghibli,0,3,4,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
StudioCanal,14,3,1,8,8,0,15,2,0,1,0,2,4,2,5,5,1,16,2,0
Studiopolis,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stéphan Films,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Subterranean Productions LLC,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Subterranean Productions UK Ltd.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Such Much Films,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Sudden Storm Productions,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Suftley,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Sullivan Bluth Studios,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sumitomo Corporation,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Summer Knowledge LLC,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0
Summertime Entertainment,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Summit Entertainment,16,15,1,12,10,0,23,2,8,7,0,1,4,5,6,13,7,18,1,0
"Summit Entertainment, LLC",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sunday Night,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunflower Productions,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Sunlight Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunrise Entertainment (II),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunrise Filmvertriebs AG,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunset Gower Studios,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
Sunswept Entertainment,0,7,1,3,0,0,5,5,5,0,0,0,0,0,0,4,0,0,0,0
Suntaur Entertainment Company,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Super Cool ManChu,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Super Crispy Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SuperMega,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Superfinger Entertainment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Surefire Capital,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Surefire Film Productions,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Surf Film,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Svenska Filminstitutet (SFI),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sveriges Television (SVT),0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0
Swanford Films,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Swedish Film Institute,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Sweetland Films,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Syalis DA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sycamore Pictures,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0
Synchronistic Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Syncopy,5,3,0,0,3,0,6,0,1,4,0,0,0,0,3,0,4,5,0,0
Syndicate Films International,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Synthesis Entertainment,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Süddeutscher Rundfunk,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
T-Series,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
T2 Productions,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
TABBAK,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
TAFT Entertainment Pictures,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
TAO Film,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TBB,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
TC Productions,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
TCF Vancouver Productions,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
TDJ Enterprises / New Dimensions Entertainment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TF 1 Film Productions,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TF1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
TF1 Droits Audiovisuels,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TF1 Films Production,8,1,0,3,4,0,4,2,0,2,0,1,1,1,3,1,2,5,1,1
TF1 Films Productions,1,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
TIK Films,2,2,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
TLA Releasing,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TMS Entertainment,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TOKYOPOP,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
TPS Star,4,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1
TS Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
TSG Entertainment,11,9,0,8,2,0,11,2,5,9,0,0,1,0,2,1,9,8,0,0
TV 1000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TV Tokyo,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
TV3 Television Network Ireland,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Taikei Office,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tailor Made,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Taken 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Takoma Entertainment,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Taleswapper,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TaliaFilm II Productions,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Talisman Productions,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Tall Trees Productions,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tamm Productions,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Tangled Web Productions,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tank Caterpillar,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Taormina Productions,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tapestry Films,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
Tapioca Films,1,1,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Tartan Films,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Tatfilm,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Taurus Film,0,0,0,1,0,0,3,0,1,0,0,0,1,0,1,1,0,1,0,0
Taurus Films,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tax Credit Finance,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tazora Films,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Team Downey,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Ninja,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Team Todd,0,1,0,3,1,0,0,1,2,1,0,0,1,0,1,1,1,2,0,0
Technical Black,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tecmo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Teen Life Productions,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Teitler Film,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
Tele München Fernseh Produktionsgesellschaft (TMG),1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0
Telecinco Cinema,0,1,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,2,0,0
Telefilm Canada,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Telekanal STS,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
Televisió de Catalunya (TV3),0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0
Televisió de Catalunya TV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Televisión Española (TVE),0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
Televisión Federal (Telefe),0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0
Televisión de Galicia (TVG) S.A.,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Televiziunea Romana (TVR1),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Telewizja Polska (TVP),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Tempesta Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Temple Hill Entertainment,3,4,0,0,0,0,6,0,4,1,0,0,0,0,1,6,1,2,0,0
Temple Hill Productions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ten Thirteen Productions,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,2,2,0,0
Ten-Four Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tencent Video,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenth Planet Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tequila Gang,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,1,0
Ternion Pictures,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Terra Firma Films,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tezuka Production Company Ltd.,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Thai Occidental Productions,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Alfred Shay Company Inc.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Australian Film Commission,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Big Gun Project,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Body,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bubble Factory,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
The Bureau,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
The Caddo Company,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Cantillon Company,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Canton Company,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,1,3,0,0
The Catalina Production Group,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
The Collective Studios,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Combine,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
The Complex Studio,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
The Coppola Company,0,0,0,1,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
The Criterion Collection,1,0,0,2,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,1
The Department of Trade and Industry of South Africa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
The Directors Company,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Donners' Company,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Film Farm,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The First Channel,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Fourth Production Company Film Group,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Geffen Company,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
The Glasgow Film Fund,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Guber-Peters Company,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Halcyon Company,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
The Harold Greenberg Fund,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
The Harvey Boys,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
The Harvey Entertainment Company,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Independent Film Channel Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ink Factory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Institute for the Intellectual Development of Children & Young Adults,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Jacobson Company,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,0,0
The Javelina Film Company,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2
The Kennedy/Marshall Company,3,1,0,0,0,0,6,1,1,0,0,2,0,0,2,0,0,4,0,0
The Ladd Company,2,1,0,1,1,0,5,0,0,1,0,3,0,0,0,0,1,1,1,0
The Last Picture Company,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Magnolia Project,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mark Gordon Company,2,2,0,2,0,0,3,0,0,2,0,1,0,0,1,1,2,2,0,0
The Mirisch Company,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Mirisch Corporation,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
The Montecito Picture Company,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Movie Network,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,2,0,0
The Movie Network (TMN),0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
The Picture Factory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
The Princess Bride Ltd.,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
The Production Company,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Rank Organisation,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
The Safran Company,0,0,0,1,0,0,1,0,0,0,0,0,3,0,1,0,0,2,0,0
The Saul Zaentz Company,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
The Selznik Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Shuman Company,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Steve Tisch Company,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
The Turman-Morrissey Company,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tyler Perry Company,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Virginia Company LLC,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
The Weinstein Company,6,3,3,11,5,2,21,4,1,2,0,2,2,1,3,6,2,7,1,2
The Yomiuri Shimbun,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Zanuck Company,2,4,0,3,1,0,3,1,4,0,0,0,0,0,0,0,0,1,0,0
Theobald Film Productions,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Thin Man Films,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Thinkfilm,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0
Thirteen Productions,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
This Is That Productions,1,0,0,2,2,0,4,0,0,1,0,0,0,0,0,1,1,2,0,0
Thorn EMI Screen Entertainment,1,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Thousand Words,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Three Rivers Production,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Three Strange Angels,0,0,0,3,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0
Threshold Entertainment,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
Thunder Road Pictures,2,3,0,0,2,0,3,0,3,0,0,0,0,0,1,0,0,3,0,0
Thunder Road Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
TiMe Film- und TV-Produktions GmbH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiara Blu Films,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tiberius Film Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tig Productions,2,3,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,2,0,3
Tiger Aspect Productions,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Tiger Moth Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Tiger Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Tiggy Films,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Tightrope Pictures,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tijuana Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Burton Animation Company,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Tim Burton Productions,3,5,3,4,0,0,2,3,8,3,0,0,1,1,0,1,3,2,0,0
Timnick Films,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Tiny Giant Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd McFarlane Entertainment,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
"Todman, Simon, LeMasters Productions",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Toei,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Toei Animation Company,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Toff Guy Films,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Toho Company,1,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0
Toho Film (Eiga) Co. Ltd.,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Toho Pictures,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
Toho-Towa,5,3,0,0,2,0,0,0,3,0,0,0,2,0,1,0,0,6,0,0
Tohokushinsha,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Tohokushinsha Film,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
Tohokushinsha Film Corporation,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tokyo Broadcasting System (TBS),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Tokyo FM Broadcasting Co.,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
Tokyo Movie Shinsha (TMS),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Tollin/Robbins Productions,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
Toma 78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tomboy Films,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tonik Productions,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Tonna Oy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Tooley Productions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Top Cow Productions,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Top Hat Releasing,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Top Rope,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Top Shelf Productions,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Topkick Productions,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Tornasol Films,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,1,0,0,1,0
Toronto Film Studios,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Totally Independent,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Touchstone Pictures,25,17,0,39,10,0,51,2,5,13,0,5,2,3,6,21,13,27,5,5
Trackform Film Productions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Traction Media,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracy Films,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Trademark Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trailblazer Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trancas International Films,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trans Pacific Films,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Trans-Film,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Translux,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Transmission Pictures,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Transworld Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Trap-Two-Zero Productions,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Traveling Film Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Traveling Picture Show Company (TPSC),0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Treasure Company,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Tree Line Films,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
Treehouse Pictures,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0
Tremendum Pictures,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Tri Pictures,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Tri Vision Pictures,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tri-State Pictures,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
TriStar Pictures,15,15,1,17,4,0,22,4,2,7,0,2,4,1,4,8,7,16,4,1
Triangle Film Corporation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tribeca Productions,2,1,1,8,5,0,3,1,0,0,0,1,0,0,0,3,0,2,0,0
Trigger Street Productions,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0
Triggerfish Animation,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Trilogy Entertainment Group,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Trinity Race,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Triple Ajaxxx,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Triple Threat Talent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripod Entertainment,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Triptych Pictures,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Triumph,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Troika Pictures,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Troublemaker Studios,6,3,0,2,2,0,0,2,0,2,0,0,1,0,0,0,2,5,0,0
True Grit Productions,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Trust Film Svenska,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Truth Entertainment,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Turbo Productions,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
Turman-Foster Company,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
Turner Feature Animation,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Turner Pictures,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Twentieth Century Fox Animation,0,8,11,9,0,0,0,10,1,1,0,0,0,0,0,1,1,0,0,0
Twentieth Century Fox Film Corporation,88,59,10,74,25,1,73,30,25,53,0,11,12,7,13,28,53,62,6,3
Twentieth Century Fox Television,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
