Producers,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Fiction,Foreign,History,Horror,Music,Mystery,Romance,Science,Thriller,War,Western
Konrad Pictures,0,0,0,1,0,0,1,0,0,0,0,0,2,1,3,2,0,1,0,0
Kontsept Film Company,4,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,2,0,0
Kopelson Entertainment,2,0,0,0,0,0,3,0,0,1,0,0,1,0,2,0,1,4,0,0
Kouf/Bigelow Productions,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kramer & Sigman Films,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
Kramer-Tornell Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krane Entertainment,2,0,0,0,3,0,2,0,0,1,0,0,0,0,2,0,1,3,0,0
Krasnoff Foster Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Krisjair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kudos Film and Television,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurtzman/Orci,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
Kut Productions,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
L'Institut Polare Français Paul-Émile Victor,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L.I.F.T. Production,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LB Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
LBI Entertainment,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LBI Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LD Entertainment,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
LEGO,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
LGM Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
LHF Film,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LOVEFiLM International,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
LStar Capital,6,2,0,5,3,0,2,1,1,2,0,0,1,0,0,0,2,2,1,0
La Classe Américaine,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
La Parti Productions,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
La Petite Reine,0,1,0,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
La Sexta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
La Trini,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ladbroke,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Lago Film,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Laika Entertainment,0,1,4,2,0,0,0,3,2,0,0,0,0,1,0,1,0,0,0,0
Lakeshore Entertainment,11,2,0,6,8,0,10,1,5,4,0,0,8,0,4,6,4,16,0,0
Land Films Inc.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Langley Park Production,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0
Langley Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Lansdown Films,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lantia Cinema & Audiovisivi,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Laredo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Large's Ark Productions,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Larger Than Life Productions,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0
Largo Entertainment,3,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0
Larry Franco Productions,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
Lars Productions,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Latina Pictures,2,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,2,2,0
Latitude Media,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Laura Bickford Productions,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Laura Ziskin Productions,4,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
Laurel Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Laurel Entertainment Inc.,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
Laurel Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lauren Levine Productions Inc.,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Laurence Mark Productions,2,1,0,3,0,0,4,0,0,2,0,0,0,0,0,1,2,0,0,0
Laurinfilm,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Lava Bear Films,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Lawrence Bender Productions,3,0,0,1,3,1,1,0,0,0,0,1,0,0,0,1,0,2,1,0
Lawrence Gordon Productions,6,4,0,0,0,0,2,0,4,6,0,0,0,0,1,0,6,4,0,0
Lawson,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lazio Film Commission,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0
Le Grisbi Productions,1,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0
Le Studio Canal+,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Tax Shelter du Gouvernement Fédéral de Belgique,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0
Lee Daniels Entertainment,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
Left Tackle Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Legend3D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Legendary Entertainment,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Legendary Pictures,17,11,0,4,6,0,13,2,11,7,0,1,3,1,4,0,7,9,4,0
Legion Entertainment,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Lenfilm Studio,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Lennox House Films,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Lereby Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Armateurs,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Les Editions Albert René,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Les Films 21,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Les Films Alain Sarde,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Les Films Ariane,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Les Films d'Ici,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Les Films du Losange,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Les Productions Artistes Associés,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Les Productions de la Guéville,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0
Les Productions du Chicon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Productions du Trésor,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Level 1 Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Leverage Communications,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Leverage Entertainment,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Leverage Management,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0
Liaison Films,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Liberator Productions,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0
Liberty Films (II),0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Liberty Films UK,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Liberty Pictures,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Liberty Pictures (II),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Licht/Mueller Film Corporation,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Lietuvos Kinostudija,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Lieutenant Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LightWorkers Media,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Lightstorm Entertainment,4,2,0,0,0,0,1,0,1,3,0,0,0,0,0,1,3,4,0,0
Likely Story,0,0,0,3,0,0,3,0,0,1,0,0,0,1,0,1,1,1,0,0
Lime Orchard Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Limelight Fund,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Limited Edition Productions Inc.,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
Lin Pictures,2,2,1,2,2,0,1,1,2,1,0,0,0,0,1,1,1,2,0,0
Linovo Productions GmbH & Co. KG,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Linson Entertainment,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
Linson Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lion Rock Productions,3,2,0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,1,1,0
Lions Gate,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Lions Gate Family Entertainment,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lions Gate Films,5,1,0,4,9,0,16,0,0,2,0,2,8,0,4,6,2,10,1,0
LionsGate,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lionsgate,16,8,1,13,13,1,10,1,4,9,0,1,13,0,5,7,9,21,1,1
Lip Sync Post,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipsync Productions,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,2,0,0
Little Bird,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0
Little Brother Inc.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Little Wave Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Little Wolf Entertainment,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Littlestar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Live Entertainment,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
LivePlanet,2,2,0,1,0,0,1,0,0,2,0,0,0,0,1,1,2,2,0,0
Liveplanet,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Living Films,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Lleju Productions,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
Lobell/Bergman Productions,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Location Gourmet,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Loew's Incorporated,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Loki Films,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London-Cannon Films,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Lone Runner Entertainment,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lone Wolf McQuade Associates,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Lonely Dragon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Lonely Film Productions GmbH & Co. KG.,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Lonetree Entertainment,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Long Distance Films,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
Longfellow Pictures,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
Lonlink Productions,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Loofah Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lorimar Film Entertainment,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0
Lorimar Motion Pictures,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Hooligans Productions,2,0,0,0,2,0,0,0,0,1,0,0,2,0,1,0,1,2,0,0
Lotus Entertainment (I),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lotus Pictures,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lou Yi Inc.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Loumolo & Co.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Low Spark Films,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Lucamar Productions,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Lucasfilm,11,12,1,2,0,0,2,1,1,7,0,1,0,0,0,0,7,0,1,0
Lucky Monkey Pictures,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Ludlum Entertainment,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0
Lumiere,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lumière Pictures,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Luna Pictures,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Lunar Industries,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Luxembourg Film Fund,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lynch Siderow Productions,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynda Obst Productions,1,1,0,1,1,0,2,0,1,1,0,0,0,0,0,1,1,1,0,0
Légende Entreprises,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M Productions,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1
M.G. Films,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M6,4,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,5,0,0
M6 Films,5,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,1,5,0,0
MACT Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MBC Beteiligungs Filmproduktion,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
MCG,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MCL Films S.A.,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
MDBF Zweite Filmgesellschaft,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
MDP Worldwide,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDIA Programme of the European Union,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MFF (Sound of Thunder),1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
MFP Munich Film Partners,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
MFP Munich Film Partners GmbH & Company I. Produktions KG,1,0,0,2,1,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0
MFPV Film,1,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
MGP Productions,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MHF Erste Academy Film GmbH & Co. Produktions KG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MHF Zweite Academy Film,2,1,0,2,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
MI 3 Film,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MICA Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MID Foundation,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
MJZ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MK2 Productions,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MMC Independent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MMC Studios,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
MMCB Film Produktion 2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MMP Erste Filmproduktions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
MNP Entreprise,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
MP Film Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MPH Entertainment Productions,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
MTV Films,4,1,0,7,0,4,8,2,1,2,0,0,1,3,0,2,2,1,1,0
MTV Productions,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
MVL Incredible Productions,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
MacDonald/Parkes Productions,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Mace Neufeld Productions,8,3,0,1,2,0,6,0,0,1,0,1,1,0,1,1,1,8,0,0
Mad Chance,3,3,0,5,1,0,3,2,0,1,0,0,0,0,0,2,1,4,0,0
Mad Chance Productions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mad Hatter Entertainment,1,2,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
Mad Max Films,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
MadRiver Pictures,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Madacy Entertainment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhouse Entertainment,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Madison 23,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Light Pictures,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magical Elves Productions,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Magna Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Magnet Productions,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnolia Films,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Magnolia Mae Films,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Magnolia Pictures,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maguire Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Maiden Voyage Pictures,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Main Street Movie Company,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Mainframe Entertainment,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Mainichi Broadcasting System (MBS),0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
Mainstream S.A.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Maipo Film- og TV Produksjon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Majestic Films International,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Major Studio Partners,3,2,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,3,0,0
Maljack Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Malpaso Company,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
Malpaso Productions,5,3,0,1,5,0,13,0,1,1,0,3,0,1,3,1,1,5,3,3
Malvern Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Management 360,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,2,0,1,0,0
Mandalay Entertainment,0,1,0,0,1,0,4,0,0,0,0,1,2,0,5,0,0,3,0,0
Mandalay Pictures,4,1,0,0,2,0,5,0,1,0,0,0,0,0,1,0,0,3,1,0
Mandalay Vision,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandarin Films Distribution Co.,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Mandate Pictures,1,0,0,9,0,0,7,0,1,1,0,0,1,1,0,6,1,1,0,0
Manderlay,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandeville Films,2,4,0,4,0,0,4,2,0,3,0,0,0,0,0,2,3,3,0,0
Mango Farms,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Manhattan Project,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Manifest Film Company,0,0,0,1,2,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0
Manitoba Film and Video Production Tax Credit,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Mann/Roth Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mantello Brothers Productions,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maple Shade Films,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Platt Productions,4,1,0,5,3,0,3,1,1,0,0,0,0,2,0,1,0,3,0,0
Marcy Media,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Marianne Productions,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Marimark Productions,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Mark Canton Productions,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Mark Gordon Productions,2,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,2,1,0
Mark Johnson Productions,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Marked Entertainment,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Market Square Productions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Maroon Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mars Distribution,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mars Media Beteiligungs,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0
Mars Production Pty. Ltd.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Marshall Production,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Poll Productions,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Marty Katz Productions,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0
Marubeni,2,2,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,4,0,0
Marv Films,4,3,0,1,4,0,4,1,1,1,0,1,0,0,0,1,1,3,0,0
Marvel Enterprises,16,9,0,0,1,0,2,0,8,6,0,0,4,0,0,0,6,7,0,0
Marvel Entertainment,7,6,0,1,0,0,0,0,4,5,0,0,0,0,0,0,5,1,0,0
Marvel Knights,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Marvel Studios,13,13,0,0,0,0,0,0,2,11,0,0,0,0,0,0,11,0,0,0
Mass Hysteria Entertainment,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Matador Pictures,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Mate Producciones S.A.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Material,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Material Entertainment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Material Pictures,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
Matinee Pictures,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Matrix Film Finance,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Matt Baer Films,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Matt Tolmach Productions,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matten Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matter Productions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Maven Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Maverick Films,1,3,0,1,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0
MavroCine Pictures GmbH & Co. KG,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Max Stronghold Productions Inc.,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Max TV,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Maybe Movies,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mayhem Pictures,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Maysville Pictures,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
