,MovieTitle,Domestic,Iceland,United Kingdom,Singapore,France,Austria,Bahrain,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Egypt,Estonia,Finland,Germany,Greece,Hungary,Israel,Italy,Jordan,Kuwait,Latvia,Lebanon,Lithuania,Netherlands,Norway,Oman,Poland,Portugal,Qatar,Romania,Serbia and Montenegro,Slovakia,Slovenia,South Africa,Spain,Sweden,Switzerland,Turkey,Ukraine,United Arab Emirates,Argentina,Aruba,Bolivia,Brazil,Chile,Colombia,Costa Rica,Dominican Republic,Ecuador,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Uruguay,Australia,Hong Kong,India,Indonesia,Japan,Malaysia,Mongolia,New Zealand,Pakistan,Philippines,Russia/CIS,South Korea,Sri Lanka,Taiwan,Thailand,Vietnam,China,East Africa,Venezuela,Ghana,Kenya,Nigeria,Jamaica,Trinidad & Tobago,Russia,Switzerland (French),Middle East Other,South Africa/Nigeria,Switzerland (German),S/E/W Africa,Central America,Lesser Antilles,Central America+,Cambodia,Puerto Rico,Middle East/UAE,Ethiopia,Curacao,Czech Republic/Slovakia,Greece and Cyprus,Russia/CIS/Ukraine,Iran,Switzerland (Italian),Lebanon/United Arab Emirates,Canada,Baltic States,West Indies,Middle East,Syria,Switzerland (French/Italian),North Macedonia,Netherlands Antilles,Ireland,Iraq,El Salvador,Guatemala,E/W Africa,Palestine,Malta,Yugoslavia,Morocco,Albania,Bangladesh,Laos,Bosnia,Bosnia and Herzegovina,Saudi Arabia
2772,Mr. Peabody & Sherman,111506430,108822,22511139,1426013,10787342,1408211,275516,1902968,394333,333206,0,560840,1034525,126794,0,790188,8541895,650999,376296,1152227,4702433,0,0,0,203256,295008,1783194,714975,0,2247662,901825,0,0,157072,217255,115465,889371,9544184,1729667,0,767610,473447,1395940,2738535,0,211311,6412927,1432464,2441847,0,0,1164658,0,8342462,0,0,0,1307057,266531,12062802,851252,140043,0,0,917788,0,1136129,0,674389,10632660,2682830,0,0,288726,0,19130000,25945,2769858,0,0,3282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2773,Bad Boys II,138608444,0,14920239,0,12760509,2481024,0,0,298773,0,0,394118,0,120613,0,551405,15507237,567850,529206,0,3380872,0,0,0,0,0,3577612,1277735,0,719697,0,0,0,0,0,0,1946837,8449384,0,0,406545,0,0,362219,0,0,0,108548,0,0,0,0,0,3241924,0,0,0,0,0,7680900,203479,448112,0,12240663,0,0,891966,0,0,3568216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2774,Jerry Maguire,153952592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2775,The Expendables,103068524,263958,15969695,1371833,13547449,1656368,0,2686544,376568,158448,0,615729,1520584,0,103817,1063547,8211457,1483262,522133,0,4104395,0,0,88744,182323,179503,2681429,1594993,0,1666186,1687774,0,264494,127083,112730,128090,0,6065276,1096956,0,1525348,1063359,1872131,1290333,0,24898,4739155,345135,0,0,0,162597,0,5345282,0,0,0,454296,20786,8356501,1358280,0,0,10833013,2125236,0,799984,0,1669534,13955709,2544340,0,1229496,1101568,364331,31778656,0,0,0,0,8611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2776,Lara Croft: Tomb Raider,58250803,160141,10421969,0,10100000,0,0,0,467106,284751,0,539756,0,0,0,0,7200000,949855,851671,0,4000000,0,0,0,0,210147,3627516,1440662,0,1039928,1645245,0,944288,173831,285354,107498,1286799,4500000,0,1700000,1130479,1101199,3853190,936000,0,140164,4500000,0,1580720,0,0,0,0,4700000,0,0,39350,0,86135,5100000,3100000,767927,4900000,4500000,0,0,1020319,0,0,7500000,4200000,0,4700000,0,0,78497836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,åã¨åå°ã®ç¥é ã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,Lincoln,182207973,46022,13264838,276020,10683693,469011,25053,1298006,0,73170,0,216358,1075642,44741,0,194502,5134662,899874,71742,420180,8304392,0,0,0,73299,0,1250868,1120012,0,330071,931677,0,0,39878,54922,60561,197745,6624357,653283,0,333928,0,385129,756390,0,33776,4947430,468354,643728,0,0,102470,0,2245784,0,0,0,258039,161855,7248069,775958,268541,0,9467518,77615,0,631308,0,174714,724284,768793,0,0,51618,0,0,24188,278513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2779,Scooby-Doo,153294164,0,33495591,0,11462131,1031188,0,0,22843,0,0,0,0,87662,0,328399,5317434,680000,69444,0,3337885,0,0,0,0,0,1601109,795000,0,234958,0,0,0,0,0,0,921161,5352137,0,0,111650,0,0,821456,0,0,5250805,480071,0,0,0,0,0,10819792,0,0,0,0,0,9937765,759108,0,0,4173477,0,0,1753963,0,0,721980,972755,0,187955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780,The Bourne Legacy,113203870,105192,17492618,2334843,7754204,873730,0,1440459,317051,161253,0,259477,941833,119818,0,563252,7165299,144688,326188,737392,2362965,0,0,0,213832,0,2403240,1499023,0,939433,931288,0,0,145223,57779,90913,1079303,6813333,1578592,0,757845,640795,1523324,759977,0,26868,2315156,146863,645031,0,0,134303,0,3607080,0,0,0,531579,30415,12787993,1169921,757498,2337541,8816757,987866,0,1652279,0,4849759,7234192,6446308,0,0,1379777,0,16059636,51435,767483,0,0,49803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781,xXx,142109382,0,17885941,0,6313585,2090016,0,0,165058,0,0,468250,0,132938,0,464635,13350421,597000,314554,0,4469070,0,0,0,0,0,2411188,1425448,0,308504,0,0,0,0,0,0,1434477,7017420,0,0,623901,0,0,343849,0,0,2750415,222763,0,0,0,0,0,5337268,0,0,0,0,0,5849021,636400,0,0,13238396,0,0,1187964,0,0,2050460,6954792,0,1112481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782,The Tourist,67631157,100431,8045889,1537733,7154754,2000083,0,2402249,414904,229066,0,582084,753330,0,178514,759934,12147629,3202605,642241,1456319,15372649,0,0,245686,364477,182192,2720346,1776649,0,1870765,2696084,0,691893,160306,321165,215661,2285093,11439344,2521497,3409964,2823832,1635972,2133235,1629330,49612,163402,10010394,562391,1347504,0,208202,277659,0,5576546,0,0,0,617953,264595,11330350,1476379,1175961,2480033,22367685,1681003,0,1296927,0,1415919,18954621,6000813,0,2145526,1125616,406887,20745800,93904,1638157,35617,0,247929,178450,199038,0,0,0,0,0,0,871753,0,0,0,0,0,10785,87968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2783,Batman Returns,162831698,0,21091810,0,0,0,0,0,0,0,0,0,0,0,0,0,5939559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2784,Bridget Jones's Diary,71543427,0,60296418,0,17962308,2602703,0,0,59434,0,0,954573,2376704,0,0,1920141,22019794,0,0,0,0,0,0,0,0,0,5512847,0,0,0,0,0,0,0,0,0,0,11830932,0,0,0,0,0,0,0,0,1819409,0,0,0,0,0,0,1334294,0,0,0,0,0,11632274,905540,0,0,0,0,0,0,0,0,0,0,0,453053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2785,Turbo,83028128,98748,19076286,869441,23217206,1578234,180124,4220602,258692,297952,0,748695,1357211,38761,0,939791,10813425,311044,887536,1696510,5989191,0,0,0,78617,264824,4513488,1870407,0,2197175,1193611,0,0,117020,584084,218151,877032,7428832,2761789,0,871685,640715,1045216,3872737,0,185667,5302514,3203630,1688563,0,0,767925,0,10176921,0,0,0,1384458,263872,11821739,710742,268863,0,0,1072475,0,1628422,0,922553,13942780,11686270,0,0,528540,0,18140000,21844,5303110,0,0,91126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,John Carter,73078100,94572,7431120,2070634,8939150,1120944,0,924733,560026,68961,0,286309,738830,213547,0,424537,8231988,543533,564168,438211,3570912,0,0,0,183577,0,1537439,819960,0,1544024,503568,0,0,39347,117233,48131,732825,7527168,1315899,0,953708,2826302,2139593,2915604,0,444998,6544723,1170643,1982059,0,0,1250394,0,12093015,0,0,0,1395122,50681,7376500,1890557,0,1744360,7528236,4345140,0,749937,0,2052155,33369163,6485533,0,0,2341291,0,0,41770,2984453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787,The Green Mile,136801374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12792725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,Lethal Weapon 4,130444603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,Elysium,93050117,92822,14040874,1537579,13329272,1278827,66369,1898846,258037,241839,0,642002,1101324,41235,0,855355,10196886,766634,753655,755534,6378204,0,0,0,249656,0,2674852,1318698,0,1923775,1064287,0,0,79649,211264,85221,659986,10793195,2935472,0,1696097,1739291,585289,1553039,0,244670,9114746,1209799,1896574,0,0,384320,0,5753147,0,0,0,1332621,94719,10925421,1112105,628121,0,7648083,2580127,0,1471163,0,1299669,15806340,8252809,0,0,1789196,0,25690000,82717,1694849,14661,0,223304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,Oblivion,89107235,182198,16281137,2268916,11126032,1162223,0,1834366,325077,171911,0,587934,1194113,215063,0,874636,8761847,172765,680601,475556,5596549,0,0,0,194293,0,2060940,1735634,0,1157055,908476,0,0,47119,154827,84884,589656,8773918,2485134,0,2318182,1701529,1680577,1729302,0,131872,5924029,1067514,1487671,0,0,412301,0,7528661,0,0,0,541521,115664,8927027,1992207,1296124,3270952,12960180,3050774,0,1364069,0,1808621,19134561,9746901,0,0,1888847,0,23860000,53082,1221916,0,0,83529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,The Sound of Music,158671368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2792,Pitch Perfect 2,184296230,181542,27259230,2260864,1861016,2306456,34012,785140,12805,40626,0,63350,124803,38347,25255,0,11353367,0,222570,278493,579652,44393,0,27006,80575,26741,2347107,925082,33307,79150,113858,71839,0,16292,12674,99884,2028415,2866318,992716,0,0,72845,0,51980,0,4780,408278,18994,18384,0,0,49780,0,695136,0,0,0,89387,3678,20939529,433047,47616,0,0,2127666,0,3317703,0,4638129,249581,395314,0,4377856,247626,126609,0,0,325706,0,40436,32263,0,0,0,0,0,0,934399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2793,American Pie 2,145103595,0,26052174,0,17244854,3145051,0,0,94968,0,0,779329,481605,0,0,925107,30006457,0,735313,0,0,0,0,0,0,0,2854341,0,0,0,0,0,0,0,0,0,0,7580000,0,0,0,0,0,0,0,0,3104022,0,0,0,0,0,0,5260926,0,0,0,0,0,6807893,323777,0,0,0,0,0,930694,0,0,0,0,0,398454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2794,Bee Movie,126631277,198931,18416598,1160396,11678354,2043594,0,3373406,37628,415645,151826,725755,2179932,76532,75942,702000,9525697,1826305,937691,2428828,9595892,0,0,172841,112945,420378,4525904,3930645,0,4621610,3348227,0,140123,44244,155473,315439,1396632,11133015,3801842,2040199,3040000,998081,827994,1481104,0,42383,7123249,673669,1152203,0,0,307373,0,8431629,0,0,0,474581,59702,13652455,802078,187218,383992,2182194,788833,0,1444711,0,322840,7710322,7832889,0,630447,126883,24659,0,3160,820204,0,0,9640,0,0,0,0,654546,1399096,0,0,0,0,993374,0,0,0,0,0,591081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795,Casper,100328194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796,Sex and the City 2,95347692,245935,33336058,1219541,10398517,3153374,0,2701791,532239,525119,0,915980,5608336,0,197175,3652754,25320347,2836343,1189569,1271351,7802889,0,0,265029,176065,208881,5230898,4223369,0,1052151,1422229,0,522673,370160,380618,206549,981707,5814149,5236199,0,775504,922909,0,1188295,0,72913,3185351,693559,357038,0,0,333148,0,2645334,0,0,0,607576,129536,20995442,1380942,0,919926,19487280,293810,0,1726679,0,757982,7116163,2551398,0,1098335,473706,0,0,77220,499160,15378,0,94784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,Bridesmaids,169106725,274173,37214799,554546,4609169,1802253,0,1004999,0,134261,0,148178,1222073,23798,115361,653628,8088652,75714,236099,1463168,1842301,0,0,65194,114784,138714,2636881,1646715,0,863017,547598,0,128081,42725,13919,150267,859447,4803495,3513590,0,97293,0,699728,284240,0,10259,396502,0,45759,0,0,54316,0,1097609,0,0,0,136609,21643,28688657,212242,0,0,0,81266,0,2936009,0,32487,2971028,405441,0,0,0,40939,0,23461,270564,4391,0,43587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2798,The Bourne Supremacy,176241941,0,21582129,710249,7780278,1247590,0,2016359,74727,96379,56460,92248,996578,104460,55304,564156,8547991,1277731,315391,566369,4613537,0,0,43892,104933,47015,2212250,1655826,0,476364,699554,0,81565,38666,0,124828,1506842,5844113,1620885,1696534,821953,275771,503704,503188,0,0,1678580,128371,353706,0,0,69029,0,2820749,0,0,0,196181,0,11273582,699555,328954,371477,11505857,221851,0,1461811,0,652277,2301918,3152215,0,2036226,797292,0,1809631,0,279045,0,46232,0,0,0,1660680,0,0,0,0,0,0,0,578928,0,0,1011515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2799,Divergent,150947895,136169,11110379,2276242,12418719,863930,0,3757959,181082,140636,0,245874,1667520,224148,0,1033559,7111957,442589,397042,0,3269278,0,0,0,307175,0,2566597,1799643,0,682819,763952,0,0,28614,99696,67298,237994,4187988,1946109,0,963060,273401,1618986,1295582,0,122921,6482718,1111666,1282700,0,0,332440,0,7797101,0,0,0,933915,161954,9805295,1135055,262730,0,1569923,1489105,0,2148949,0,1644662,6663129,2998675,0,0,1692999,0,12320000,26953,2906845,0,0,69623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2800,4: Rise of the Silver Surfer,131921738,144659,24658767,2493746,13871113,697698,96844,1443464,81342,57482,0,143823,943022,205727,48452,273526,3467498,995730,300907,293931,10037641,37137,359057,54226,56738,38541,790411,676886,40485,215935,778998,124258,97485,60968,18761,50083,1520782,10489003,544110,638105,5884205,372344,880703,1267020,0,125232,9044926,773574,1535263,0,218867,604440,0,16355376,0,0,0,970375,116148,8166482,2414398,2059601,1844603,8032056,2078387,0,1411681,0,3048616,3691836,9328953,0,2248436,2354239,125326,0,101186,2207729,0,0,65320,137055,0,0,0,0,0,0,1763121,1548668,330929,0,0,1851526,0,0,0,185431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,Shakespeare in Love,100317794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2802,The Departed,132384315,172965,24887792,506000,14200000,2323850,0,3799810,176367,0,0,266518,2275398,0,0,577554,12157627,3230950,0,391000,12237244,0,0,0,84529,0,3014542,2186881,0,743638,1365066,0,148867,59505,90842,150357,1118840,13905443,3220260,2688394,1869411,242667,0,2011780,0,0,4270000,923918,0,0,0,0,0,3480385,0,0,0,364047,221990,9251699,1039728,0,157000,13139799,0,0,925346,0,214000,1846191,4000000,0,1210000,412367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,G-Force,119436770,121676,22011541,1411278,12223393,2383966,0,3144067,230542,60065,0,1207603,1521166,54162,116008,991305,15483327,720595,1137794,1070181,5891041,0,0,194022,285755,273851,3054178,1647073,0,3797943,1699302,0,478420,32676,233973,182103,1201897,12966370,1883405,0,688581,853401,525686,2110560,0,246764,4411008,1595232,2645861,0,0,1460098,0,9775301,0,0,0,1904256,138012,9781360,1262002,0,1380947,6641125,1540260,0,1261251,0,802832,9656260,349237,0,261298,1442544,0,0,47815,5183475,15654,0,49791,0,0,0,0,0,0,0,0,298217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,Salt,118311368,175440,11321253,2283476,12324585,1159422,194499,1774641,323527,83767,0,203352,1005315,312196,95440,493771,7283463,1714420,289658,1190082,3187250,0,0,135637,493141,139927,3150006,1524371,0,1912727,1505756,0,455365,74083,151522,181929,1547824,8022096,917732,0,1696068,1242676,2234203,562778,0,84397,7383735,292996,823455,0,156052,255540,0,4451734,0,0,0,377221,94492,12070066,1592632,0,2612235,23537447,2634070,0,1309126,0,2890845,10732232,18201067,0,3009074,1515513,0,0,84122,1017195,49723,0,346427,0,0,0,0,0,0,0,0,567572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2805,Doctor Dolittle,74494290,117065,11562672,953305,5669783,1094241,0,964888,481939,174290,85253,857726,339235,352813,172993,275167,6692531,476030,558626,0,4813929,0,0,135807,94839,144311,2177236,878806,0,3019754,165647,0,569352,158310,242881,115665,794701,5717602,667697,1090731,892777,2698064,1480133,503747,0,510412,0,722212,2511743,0,0,941239,0,8835244,0,0,61039,1872475,75667,7373003,1847964,1555744,4289247,0,2105235,32012,871363,64411,846597,166032,11702175,0,2421589,967325,1909502,0,0,0,0,0,0,0,247374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2806,Shutter Island,128012934,120750,16304568,760168,26406255,1821686,0,3000673,"
        0
    ",254410,0,527831,1769957,261844,112555,1006495,14708736,3362171,714732,1230486,9434156,0,0,121440,165389,140653,2632442,2499231,0,1345629,1232057,0,439979,105693,147446,190246,686846,11402431,3714446,0,1432580,274559,769876,1578795,0,26827,4834195,739576,532767,0,0,139720,0,4286629,0,0,0,553457,144361,9515631,919463,0,772735,16954176,333572,0,856565,0,256820,5430049,6685838,0,827726,189047,0,0,32795,634691,11005,0,34485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807,Insurgent,130179072,87967,11869289,1882999,16853095,787503,278790,2898799,137325,147257,61054,432493,1215000,273424,93385,579263,5817531,417460,576970,516875,3294061,169470,593199,72885,368197,170898,2582100,1298128,171363,981082,995504,356349,832233,41775,248526,31868,1141302,4889913,1755458,0,1423357,434869,2307924,2559666,0,0,12253175,1577986,1769686,0,0,969789,0,9288932,0,0,0,1603414,221045,9516411,1234081,159958,0,0,2124082,0,1990420,0,2976802,9498595,1915843,0,3491083,1961985,5610,18039876,279794,4658538,0,279794,0,0,0,0,872814,0,0,983380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55566,0,0,0,0,0,0,0,0,0,0,0,0,0
2808,X-Men,157299718,174622,22186479,1422867,9426024,1099292,0,1498399,139889,108548,0,0,1078908,155573,44778,696223,12250936,880447,293131,1066361,4188346,0,0,68702,92208,63288,2025466,656955,0,498784,604245,0,126325,0,0,62437,1016710,6427028,1633708,1200705,838764,0,0,3009291,0,117312,6071833,940108,1004729,0,183624,175692,0,10766863,0,0,29491,425359,160835,6481541,1586239,809304,373532,16916071,771859,0,1168051,0,1250864,1124819,5100836,0,2122849,1730942,0,0,0,1462078,0,0,0,132466,0,0,0,0,0,0,0,0,229238,930380,0,1411399,299461,0,0,226596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2809,Austin Powers in Goldmember,213307889,250390,36288585,911887,4303052,808438,0,718819,19526,50114,0,0,377461,0,0,552169,4639616,330145,100993,673317,591592,0,0,0,0,0,1655455,1374755,0,70128,282433,0,16652,26186,0,72756,632735,2472726,885152,795473,78468,0,0,107340,0,2997,268991,52631,30245,0,0,0,0,1044983,0,0,0,33410,0,10511961,432044,82517,0,8010166,97625,0,1397691,0,289971,0,188455,0,145234,292340,0,0,0,79772,0,0,0,0,0,631510,0,0,0,0,0,0,0,134473,0,481031,0,0,0,61781,0,0,0,0,93927,0,101169,79625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2810,Real Steel,85468508,57954,7393432,3411327,9539371,788221,0,762585,272466,78465,0,244538,520252,161992,0,173516,6588375,341359,415424,337719,3885274,0,0,0,31499,0,637494,438865,0,1037515,471135,0,0,11937,20057,49069,1043997,5332850,659429,0,614156,1724660,1031384,3408311,0,354094,8294732,0,3553970,0,0,1355899,0,13536570,0,0,0,1644517,67715,11299835,2498498,0,2154893,17887068,4825353,0,1031969,0,2502151,19310230,22983903,0,0,2425939,0,0,35022,3491730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2811,My Best Friend's Wedding,127120029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2812,Alice Through the Looking Glass,77041381,50523,14283300,578204,9882921,1256822,0,1345649,209875,0,0,770409,534584,0,0,713028,8547182,0,0,0,7374314,0,0,0,0,96437,1709532,614753,0,1986497,502119,0,384774,0,279947,23438,476151,5547268,1315739,1222215,825658,1047092,988148,4745023,0,0,9029989,1709369,3030070,0,0,0,0,13726743,0,0,0,0,0,6472106,2337169,0,0,26788307,1126588,0,951379,0,853510,9955014,3728329,0,1851041,1054836,0,58780778,0,798740,0,0,0,0,0,0,361459,0,0,638959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
